NICKNAME,NAME,BIRTHDATE,MC_NUMBER,TLPD_ID,TLPD_DB,LIQUIPEDIA_PAGE,SC2E_ID,COUNTRY,RACE,PP_SCORE,FOREIGN_KEY1,FOREIGN_KEY2,FOREIGN_KEY3,ROMANIZED_NAME
16805,Kaitou,,\N,\N,\N,\N,,\N,CO,T,-1.74466609188959,27,28,6709209,
9223,kaminer,\N,\N,\N,\N,\N,\N,\N,IL,P,-1.18833192830859,25,26,6702342,\N
16607,Kasen,,\N,\N,\N,\N,,\N,\N,T,-1.7080757380326,29,30,6709021,
16651,KAVINSKY,\N,\N,\N,\N,\N,\N,\N,BR,R,-1.75085341581142,28,29,6709061,\N
13936,Kyuubi,,\N,\N,\N,0,,\N,RU,Z,-1.58378816151238,66,67,6706617,
18763,AbAeterno,\N,\N,\N,\N,\N,\N,\N,PE,P,-1.80744184072628,26,27,6711066,\N
9679,ale,,\N,\N,\N,0,,\N,BO,Z,-1.79872356001169,137,138,6702774,
12126,Itzwil,,\N,\N,\N,\N,,\N,CA,T,-1.46008905847619,33,34,6704982,
8810,Alizarin,Daniel Lopez,\N,\N,\N,\N,,\N,US,Z,-1.16237719752178,29,30,6701969,
13193,Althor,,\N,\N,\N,\N,,\N,FR,P,-1.42101034518362,26,27,6705963,
11470,Alucard,\N,\N,\N,\N,\N,\N,\N,DE,Z,-1.2870768418072,25,26,6704405,\N
3977,Ancient,\N,\N,\N,4584,2,\N,\N,US,Z,-0.802227423998084,25,26,6697943,\N
8936,Blubbomat,\N,\N,\N,\N,\N,\N,\N,DE,T,\N,25,26,6702077,\N
18192,Bomber,\N,\N,\N,\N,\N,\N,\N,TH,T,-1.79113189699316,28,29,6710549,\N
5601,Deathblood,\N,\N,\N,\N,0,\N,\N,US,Z,-1.06784615413162,42,43,6699337,\N
18533,DeathbyNeko,,\N,\N,\N,\N,,\N,\N,T,-1.79756803975861,28,29,6710847,
14545,Imendil,\N,\N,\N,\N,0,\N,\N,PL,P,-1.59815655319374,27,28,6707175,\N
9163,Immortality,\N,\N,\N,\N,0,\N,\N,VN,P,-1.42026400395971,68,69,6702283,\N
13653,impi,Lars Krumtünger,\N,\N,\N,0,\N,\N,DE,Z,\N,25,26,6706388,\N
15656,ImProvement,\N,\N,\N,\N,\N,\N,\N,NO,Z,-1.88419730350238,55,56,6708113,\N
16702,Itamas,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.72821445964075,28,29,6709111,\N
17107,JarBaX,\N,\N,\N,\N,\N,\N,\N,FR,Z,-1.70687259255315,25,26,6709498,\N
6159,Jokes,\N,\N,\N,\N,\N,\N,\N,SG,T,-0.817597634232037,29,30,6699789,\N
12342,Jools,\N,\N,\N,\N,\N,\N,\N,DE,T,-1.34104724435424,25,26,6705177,\N
18059,Torstein,\N,\N,\N,\N,\N,\N,\N,RU,T,-1.7934295147481,34,35,6710420,\N
5690,ToXSiK,Dalton McMullen,\N,\N,\N,\N,,\N,US,Z,-0.978146709917755,41,42,6699387,\N
17677,John,,\N,\N,\N,\N,,\N,\N,Z,-1.79876394383179,27,28,6710049,
11481,Kermit,,\N,\N,\N,\N,,\N,AU,Z,-1.33936528726262,25,26,6704416,
12166,Killer,\N,\N,\N,\N,\N,\N,\N,FR,T,-1.02641164633355,28,29,6705017,\N
10643,KimJongUn,\N,\N,\N,\N,\N,\N,\N,CA,R,-1.27985351781187,28,29,6703662,\N
12490,kioko,\N,\N,\N,\N,\N,\N,\N,BR,T,-1.39146342569886,29,30,6705317,\N
15858,kiyj,\N,\N,\N,\N,0,\N,\N,EE,Z,-1.89887159246954,53,54,6708308,\N
17519,language,\N,\N,\N,\N,\N,\N,\N,CN,Z,-1.64581676085599,28,29,6709897,\N
6940,Alpaca,Joël Collaud,\N,\N,\N,0,\N,\N,CH,T,-1.99354326253672,133,134,6700457,\N
10742,Altair,,\N,\N,\N,\N,,\N,US,P,-1.33162382704517,27,28,6703753,
11911,Amane,Chris Drotos,\N,\N,\N,0,,\N,CA,P,-1.60478953585178,70,71,6704798,
8177,AshtonSuxAss,\N,\N,\N,\N,\N,\N,\N,AU,T,-1.07151177427348,28,29,6701471,\N
13302,ASuRa,최석원,\N,\N,\N,0,\N,\N,KR,T,-1.20364502408952,27,28,6706061,Choi Suk Won
5753,carmour,\N,\N,\N,\N,\N,\N,\N,NZ,Z,-0.983783164276992,26,27,6699435,\N
14902,Celdrik,\N,\N,\N,\N,\N,\N,\N,PL,R,-1.57445872157445,25,26,6707497,\N
13112,change,\N,\N,\N,\N,0,\N,\N,CN,T,-1.61601044884506,31,32,6705885,\N
12628,Charoisaur,\N,\N,\N,\N,\N,\N,\N,DE,T,-1.69173339825844,76,77,6705440,\N
17208,Chevy,\N,\N,\N,\N,\N,\N,\N,US,P,-1.78858405434165,28,29,6709597,\N
15960,conkero,\N,\N,\N,\N,\N,\N,\N,MX,Z,-1.72363583457556,31,32,6708408,\N
16925,ConTinuity,\N,\N,\N,\N,\N,\N,\N,\N,T,-1.75545318120724,25,26,6709325,\N
11904,xaer,\N,\N,3,\N,\N,,\N,RO,Z,-1.35654382572301,26,27,6704791,\N
7907,Screwby,\N,\N,4,\N,\N,\N,\N,AU,Z,-0.985706858458634,30,31,6701250,\N
6276,Seffy,\N,\N,4,\N,0,\N,\N,AU,T,-1.45959609064314,94,95,6699890,\N
13291,SkariaN,,\N,4,\N,\N,,\N,PL,Z,-1.75468952610274,49,50,6706053,
2756,SlaineD,Long Do,\N,4,2774,3,\N,\N,CA,P,-0.611872667536751,35,36,6696834,\N
5479,Sleeper,Charles Provencher,\N,4,\N,0,\N,\N,CA,T,-1.24819577301871,62,63,6699232,\N
8459,SleepyOwl,\N,\N,4,\N,\N,\N,\N,US,P,\N,25,26,6701711,\N
7912,Sly,\N,\N,4,\N,\N,\N,\N,AU,Z,-0.881594594017744,28,29,6701254,\N
15876,softgame,\N,\N,4,\N,\N,\N,\N,TH,P,-1.97812510567129,47,48,6708325,\N
7785,Spitfire,\N,\N,4,\N,\N,\N,\N,AU,T,-0.974987720359546,28,29,6701143,\N
9377,Squid,,\N,4,\N,\N,,\N,AU,P,-0.839706028826623,25,26,6702484,
16902,Vedeynevin,\N,\N,4,\N,\N,\N,\N,US,Z,-1.77610422773278,48,49,6709303,\N
18547,Squirtle,\N,\N,4,\N,\N,\N,\N,US,P,-1.76137406405949,28,29,6710859,\N
18312,SuGaRBuNNY,\N,\N,4,\N,\N,\N,\N,BG,T,-1.82512431465979,28,29,6710666,\N
7899,SmokyMcPot,\N,\N,4,\N,0,\N,\N,AU,Z,-0.868750041890707,30,31,6701242,\N
7921,Solis,\N,\N,4,\N,\N,\N,\N,AU,P,-0.807855650514833,28,29,6701263,\N
5106,Chu,Lindsay Herrell,\N,\N,\N,0,\N,\N,PH,Z,-1.0713547777919,61,62,6698937,\N
16866,crittersvn,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.77863233437661,26,27,6709268,\N
16487,DaGrassAssn,,\N,\N,\N,\N,,\N,\N,Z,-1.7867402711032,30,31,6708907,
10168,DarkTilRisen,\N,\N,\N,\N,\N,\N,\N,BE,T,-1.62545390655541,89,90,6703223,\N
3981,Ender,\N,\N,\N,4616,2,\N,\N,US,T,-0.751957905022026,25,26,6697947,\N
13048,FastFive,\N,\N,\N,\N,0,\N,\N,DE,Z,-1.83027995956431,101,102,6705825,\N
1232,Papillon,\N,\N,\N,\N,\N,\N,\N,DE,T,\N,25,26,6695571,\N
17713,Alpaca,\N,\N,\N,\N,\N,\N,\N,KR,P,-1.58228538504005,26,27,6710081,\N
16315,Araquirit,\N,\N,\N,\N,\N,\N,\N,FR,Z,-1.70917700107776,28,29,6708743,\N
5078,AZTEX,Gábor Hornyák,\N,\N,\N,0,\N,\N,HU,P,-2.23844517039468,174,175,6698911,\N
975,Ryze,Brendon Walker,\N,2,2200,2,Ryze,\N,CA,Z,-1.61147471716635,148,149,6695341,\N
4189,ThreeSixNine,\N,\N,\N,\N,0,\N,\N,BD,P,-1.32952413957254,92,93,6698121,Aga Rafsan Chowdhury
8503,Thumper,\N,\N,\N,\N,\N,\N,\N,NZ,T,-1.12274624708104,27,28,6701752,\N
16386,Thyraya,\N,\N,\N,\N,0,\N,\N,DK,T,-1.80031197254736,28,29,6708810,\N
1351,TireX,,\N,\N,4868,2,,\N,RU,P,-0.995672069536005,52,53,6695674,\N
13801,TIsLaJt,,\N,\N,\N,0,,\N,PL,T,-1.56231460920355,29,30,6706494,
12846,Toyer,\N,\N,\N,\N,\N,\N,\N,PL,Z,-1.41721483267279,29,30,6705642,\N
11755,Vego,Arkadiusz Vego,\N,\N,\N,0,,\N,PL,Z,-1.86509532403834,104,105,6704663,
15706,Volpin,\N,\N,\N,\N,\N,\N,\N,PL,P,-1.67079740336806,28,29,6708162,\N
5576,warbudtek,\N,\N,\N,\N,\N,\N,\N,DE,T,-1.00383718928763,33,34,6699312,\N
16148,WarBull,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.68176526312207,28,29,6708580,\N
11447,warchef,,\N,\N,\N,\N,,\N,CA,P,-1.30409839768848,27,28,6704387,
17704,Afternyte,\N,\N,\N,\N,\N,\N,\N,VN,T,-1.72910560633854,30,31,6710074,\N
18246,Ami,\N,\N,\N,\N,\N,\N,\N,PE,T,-1.67388283966832,28,29,6710602,\N
15342,Blisk,Julien Vaughan,\N,\N,\N,0,User:Blisk,\N,CA,Z,-1.73187449071885,59,60,6707813,
11796,BloodViking,\N,\N,\N,\N,0,\N,\N,DE,T,-1.38137321462422,28,29,6704690,\N
8667,Bloody,\N,\N,\N,\N,\N,\N,\N,BR,Z,-1.15109174823671,28,29,6701887,\N
10854,BZT,Zsolt Barabási,\N,\N,\N,\N,\N,\N,HU,Z,-1.27473893648345,26,27,6703852,\N
18848,feelsobad,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.78790756593527,25,26,6711148,\N
785,Flubba,Lars Hoffmann,\N,\N,4535,2,\N,\N,DE,T,-1.14882940960034,72,73,6695171,\N
18116,Focsi,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.76353163948104,28,29,6710476,\N
15743,Fruit,\N,\N,\N,\N,\N,\N,\N,US,T,-1.68142268330399,28,29,6708197,\N
14648,Hale,,\N,\N,\N,\N,,\N,\N,R,-1.58949993869211,27,28,6707266,
14281,ChikoRealida,\N,\N,\N,\N,\N,\N,\N,PE,R,-1.61631453327552,29,30,6706941,\N
9794,Chivas,,\N,\N,\N,\N,,\N,BR,T,-1.19913548781468,28,29,6702872,
11185,Chrysta,,\N,\N,\N,\N,,\N,FR,Z,-1.3195399306348,29,30,6704155,
17311,Jerpsi,\N,\N,\N,\N,\N,\N,\N,FI,Z,-1.77317726516073,27,28,6709698,\N
7706,CJM,,\N,\N,\N,0,,\N,AU,P,-1.16215106508216,71,72,6701068,\N
7568,Clinton,\N,\N,\N,\N,\N,\N,\N,AU,P,-0.78950702684566,29,30,6700944,\N
7466,cocoon,\N,\N,\N,\N,0,\N,\N,CN,Z,-0.923133815623413,63,64,6700849,\N
7160,Color,\N,\N,\N,\N,0,\N,\N,VN,P,-0.896366281612457,31,32,6700637,\N
2388,Confucius,,\N,\N,\N,\N,,\N,UK,P,-0.497334888158219,25,26,6696531,\N
16715,Cookie,,\N,\N,\N,\N,,\N,FR,T,-1.73578434474468,34,35,6709123,
16788,Dinkleswerve,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.74886179146978,27,28,6709192,\N
5240,DoctaD,Ryan Lee,\N,\N,\N,0,\N,\N,US,P,-0.904553972868707,28,29,6699057,\N
10815,Doug,\N,\N,\N,\N,\N,\N,\N,FR,P,-1.65785237442148,70,71,6703818,\N
14659,Exostriker,,\N,\N,\N,\N,,\N,RU,P,-1.98580131830767,67,68,6707275,
5773,JoeTheKiller,\N,\N,\N,\N,\N,\N,\N,HU,P,-0.984635514137116,28,29,6699454,\N
7414,JOEYJOEJOE,\N,\N,\N,\N,\N,\N,\N,AU,P,-0.849675617330104,28,29,6700812,\N
17205,john,\N,\N,\N,\N,\N,\N,\N,US,R,-1.79129312239943,28,29,6709594,\N
15820,KaluzZ,\N,\N,\N,\N,0,\N,\N,CR,T,-1.86904981164241,56,57,6708270,\N
14336,Kaydara,,\N,\N,\N,\N,,\N,BY,Z,-1.8268890591309,75,76,6706993,
18071,Noraasha,\N,\N,\N,\N,0,\N,\N,PL,P,-1.86594562646995,31,32,6710432,\N
7406,Novato,\N,\N,\N,\N,\N,\N,\N,AU,P,-0.862966973499874,29,30,6700805,\N
9396,Nuka,\N,\N,\N,\N,\N,\N,\N,UK,P,-1.25927882580429,32,33,6702503,\N
13387,Oecophylla,\N,\N,\N,\N,\N,,\N,BE,T,-1.83595017025213,91,92,6706137,\N
115,BabyKnight,Jon Andersen,1992-06-15,1,2790,2,BabyKnight,399,DK,P,-0.765396821748864,53,54,6694534,\N
30,NAKSEO,탁현승,1994-03-29,1,2092,3,Monster,140,KR,Z,-1.02017783122557,182,183,6694449,Tak Hyun Seung
153,Welmu,Vesa Matti Hovinen,1993-12-05,1,2141,2,Welmu,423,FI,P,-0.702637588457813,155,156,6694572,
208,Ret,Joseph de Kroon,1985-11-03,1,980,3,Ret,44,NL,Z,-1.18510404331801,236,237,6694626,
110,sOs,김유진,1993-10-16,1,1101,3,sOs,554,KR,P,0.709859784557309,52,79,6694529,Kim Yoo Jin
175,Bbyong,정우용,1992-09-08,1,638,1,Bbyong,553,KR,T,-0.723347696727327,31,32,6694594,Jung Woo Yong
185,StarDust,손석희,1990-05-27,1,639,3,StarDust,546,KR,P,-0.688022508349382,35,36,6694603,Son Seok Hee
8127,zero,\N,\N,\N,\N,\N,\N,\N,CN,Z,-1.08526852151089,28,29,6701438,\N
4907,zero,\N,\N,\N,\N,\N,\N,\N,IT,Z,-0.887343890685916,26,27,6698757,\N
11076,哀姆瑞迪九滴王,\N,\N,\N,\N,\N,\N,\N,TW,Z,-1.3114162034951,25,26,6704052,\N
14319,唐老鴨,\N,\N,\N,\N,0,\N,\N,TW,P,-1.59229125107075,29,30,6706977,\N
17548,啊虎,\N,\N,\N,\N,\N,\N,\N,CN,Z,-1.73379251726466,25,26,6709925,\N
9885,AwaZ,\N,\N,\N,\N,\N,\N,\N,NO,P,-1.07193144795917,28,29,6702956,\N
16412,Black,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.78618985070377,36,37,6708835,\N
15479,DazH,\N,\N,\N,\N,\N,\N,\N,CL,T,-1.85497811060114,44,45,6707943,\N
17361,Desive,,\N,\N,\N,\N,,\N,ES,T,-1.77519249330052,38,39,6709745,
9842,FullTiltPokr,,\N,\N,\N,\N,,\N,\N,P,-1.24502877520344,28,29,6702917,
14896,Genek,\N,\N,\N,\N,\N,\N,\N,PL,R,-1.59557621450157,25,26,6707492,\N
18634,SephirothKen,\N,\N,\N,\N,\N,\N,\N,\N,T,-1.78454905565322,27,28,6710944,\N
15511,ShEdDoW,\N,\N,\N,\N,\N,\N,\N,TH,Z,-1.65132781997108,25,26,6707974,\N
6752,Sheekthief,\N,\N,\N,\N,\N,\N,\N,US,P,\N,25,26,6700295,\N
10609,Dessel,\N,\N,\N,\N,0,\N,\N,CA,P,-1.84361763210213,123,124,6703632,\N
17842,DiMMoNSTR,\N,\N,\N,\N,\N,\N,\N,RU,P,-1.76851288828028,28,29,6710208,\N
15473,Dipsy,\N,\N,\N,\N,0,\N,\N,BY,Z,-1.63667218674554,25,26,6707938,\N
13816,Dizzy,\N,\N,\N,\N,\N,\N,\N,FR,P,-1.25118874051307,28,29,6706505,\N
13119,dom,,\N,\N,\N,\N,,\N,UK,T,-1.41051384448347,27,28,6705892,
9487,DreeN,\N,\N,\N,\N,\N,\N,\N,CH,Z,-1.36709955581873,52,53,6702592,\N
16420,Drfoli,,\N,\N,\N,\N,,\N,\N,T,-1.73842689920754,28,29,6708843,
10411,DrZerg,,\N,\N,\N,\N,,\N,PL,Z,-1.48855605830466,64,65,6703448,
17836,Elbbar,\N,\N,\N,\N,\N,\N,\N,BG,P,-1.77944972574792,28,29,6710202,\N
4841,sheep,\N,\N,\N,\N,\N,\N,\N,US,Z,-0.868886639309256,27,28,6698698,\N
6165,sheepy,Marcus Wee,\N,\N,\N,0,\N,\N,SG,P,-0.883210984364631,84,85,6699792,\N
10859,Sheezle,\N,\N,\N,\N,\N,\N,\N,US,P,-1.75451480122379,101,102,6703857,\N
786,Sheggi,Marvin Sommer,\N,\N,4402,2,,\N,DE,P,-1.11196121594493,73,74,6695172,
16039,Shellbee,,\N,\N,\N,0,,\N,PE,T,-1.92312181248832,52,53,6708482,
8616,ShellShocker,\N,\N,\N,\N,\N,\N,\N,PE,T,-1.33904522719536,50,51,6701849,\N
10441,ShelNovation,\N,\N,\N,\N,0,\N,\N,PE,T,-1.75981101371107,102,103,6703475,\N
8722,Solar,\N,\N,\N,\N,0,\N,\N,US,Z,-2.00825541271792,126,127,6701938,\N
117,RagnaroK,신희범,1996-09-03,1,3498,3,RagnaroK,430,KR,Z,-0.826787991785601,191,192,6694536,Shin Hee Bum
146,TargA,Kristoffer Marthinsen,1990-04-15,1,2940,6,TargA,395,NO,Z,-0.615815899532558,69,70,6694565,\N
143,Choya,이형섭,1988-08-08,1,608,3,Choya,232,KR,P,-1.34503636550818,186,187,6694562,Lee Hyung Sup
941,Sacsri,이예훈,1992-02-18,1,654,1,Sacsri,\N,KR,Z,0.206238855455515,81,89,6695310,Lee Yeh Hoon
1444,xaM,Maxime Garcia,\N,\N,3488,2,\N,\N,FR,Z,-0.80027010884314,38,39,6695757,\N
18242,Coder,\N,\N,\N,\N,\N,\N,\N,BR,Z,-1.85168143705925,31,32,6710598,\N
2832,Xanadu,\N,\N,\N,2666,3,\N,\N,DE,Z,\N,25,26,6696908,\N
16117,XanderTrago,Szczepan Kozioł,\N,\N,\N,0,\N,\N,PL,T,-1.77036760628724,31,32,6708553,\N
4091,XzaM,Bill Yan,\N,\N,4909,2,\N,\N,NZ,P,-0.890395327181895,31,32,6698038,\N
18651,ForJumy,\N,\N,\N,\N,\N,\N,\N,DE,P,-1.75296271921599,26,27,6710957,\N
17996,Pawni,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.82157577966207,35,36,6710360,\N
13143,FriO,,\N,\N,\N,\N,,\N,\N,T,-1.40709673218706,27,28,6705915,
10488,gabrielbr,\N,\N,\N,\N,\N,\N,\N,\N,P,-1.26969027105156,28,29,6703516,\N
18568,GamaniaSoLo,\N,\N,\N,\N,\N,\N,\N,TW,Z,-1.73472226088981,27,28,6710879,\N
11676,GameOfStorms,\N,\N,\N,\N,\N,\N,\N,\N,P,-1.34190661423419,28,29,6704592,\N
15369,GenerealHeads,\N,\N,\N,\N,\N,\N,\N,BR,R,-1.6517273814491,25,26,6707839,\N
13223,Gyulzzing,강정우,\N,\N,\N,0,\N,\N,KR,P,-1.60903661221755,88,89,6705991,Kang Jung Woo
16655,RainmaN,,\N,\N,\N,\N,,\N,RU,Z,-1.77518628908644,28,29,6709065,
18062,rainpainter,\N,\N,\N,\N,\N,\N,\N,RU,R,-1.7877796448648,25,26,6710423,\N
16951,Sirsuldard,\N,\N,\N,\N,\N,\N,\N,FR,R,-1.73506594995308,25,26,6709350,\N
9785,SirSurvival,,\N,\N,\N,\N,,\N,BR,Z,-1.12630414142421,28,29,6702863,
18496,Siveres,\N,\N,\N,\N,\N,\N,\N,\N,P,-1.78728239491674,28,29,6710812,\N
3805,sivvon,\N,\N,\N,4164,2,\N,\N,AU,T,-0.827035126006668,32,33,6697791,\N
14906,siwirus,\N,\N,\N,\N,\N,\N,\N,PL,T,-1.59566629668584,28,29,6707501,\N
9832,Six,朱达,\N,\N,\N,0,\N,\N,CN,P,-1.3131885169593,54,55,6702908,Zhu Da
4874,sky,\N,\N,\N,\N,\N,\N,\N,LU,T,-0.76236376172665,44,45,6698730,\N
15685,Sky,\N,\N,\N,\N,\N,\N,\N,CH,T,-1.64653367227015,28,29,6708141,\N
9367,Sky,\N,\N,\N,\N,0,\N,\N,MY,P,-1.53451980846639,63,64,6702474,\N
584,SKy,Sascha Klenk,\N,\N,1741,3,\N,\N,DE,P,-0.810774308991208,62,63,6694986,\N
9210,Tactyle,\N,\N,\N,\N,\N,\N,\N,AT,Z,-1.61813820449913,99,100,6702329,\N
1662,Rogue,이병렬,1994-01-13,1,1099,1,Ryul2,\N,KR,Z,0.137530984004733,163,171,6695941,Lee Byung Ryul
111,Snute,Jens W. Aasgaard,1990-07-28,1,2834,2,Snute,402,NO,Z,-0.692752011516157,42,43,6694530,
485,Serral,Joona Sotala,1998-03-22,1,4567,2,Serral,\N,FI,Z,8.98501868583879,177,228,6694892,
1997,MBC,\N,\N,2,\N,\N,\N,\N,KR,Z,-0.626211337310574,25,26,6696222,\N
13392,domda,\N,\N,\N,\N,\N,\N,\N,\N,T,-1.42427724208214,28,29,6706142,\N
5885,Karlooo,Ivan Rukavina,\N,\N,\N,0,,\N,HR,P,-1.83848993794831,157,158,6699560,\N
12923,Kazahstan,Всеволод Гембик,\N,\N,\N,0,\N,\N,KZ,Z,-1.38905054519561,28,29,6705714,Vsevolod Gembik
11399,nilk,\N,\N,\N,\N,\N,,\N,US,P,-1.28365896189255,27,28,6704343,\N
3649,nTIa,\N,\N,\N,3920,2,\N,\N,DE,Z,-0.871353822562848,51,52,6697650,\N
10713,Nuffy,Frederik Nuffy,\N,\N,\N,0,,\N,DK,Z,-1.69255787242167,108,109,6703726,
4535,Odin,David Plugge,\N,\N,\N,0,\N,\N,NL,T,-0.973771635598179,34,35,6698424,\N
7729,OSh,\N,\N,\N,\N,0,\N,\N,US,Z,-1.3762912080737,99,100,6701090,\N
10437,OxeR,\N,\N,\N,\N,0,\N,\N,BR,T,-1.23882941282459,28,29,6703471,\N
13736,oxossi,\N,\N,\N,\N,0,\N,\N,US,Z,-1.62466732626492,32,33,6706465,\N
16344,oxygen,\N,\N,\N,\N,\N,\N,\N,US,R,-1.69303955058094,28,29,6708771,\N
6800,Sleepycod,,\N,\N,\N,\N,,\N,AU,Z,-1.04128810198893,27,28,6700334,\N
4504,Slender,Fabian Platzer,\N,\N,\N,\N,,\N,AT,Z,-1.4116570311571,91,92,6698398,
1312,slice,Stefan Aichinger,\N,\N,4179,2,\N,\N,AT,Z,-0.813091523646581,32,33,6695641,\N
12811,Slicer,,\N,\N,\N,\N,,\N,\N,P,-1.4503966882182,38,39,6705608,
5599,slicey,\N,\N,\N,\N,\N,\N,\N,US,P,-0.971425637407461,25,26,6699335,\N
9686,sLide,\N,\N,\N,\N,\N,,\N,US,T,-0.931916158162727,29,30,6702781,\N
11053,Slide,,\N,\N,\N,\N,,\N,FR,R,-1.37394720919573,59,60,6704031,
16704,Acceleratr,\N,\N,\N,\N,\N,\N,\N,\N,R,\N,\N,\N,\N,\N
16107,ZigaZaga,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.68743090886645,28,29,6708543,\N
3429,BoxerKR,\N,\N,\N,3688,2,\N,\N,US,T,-0.620143034531905,28,29,6697452,\N
6958,RedFeet,\N,\N,2,\N,\N,\N,\N,TW,P,-1.39571192517247,68,69,6700474,\N
3806,Kumo,\N,\N,\N,4165,2,\N,\N,AU,Z,-0.977207890337582,92,93,6697792,\N
17997,MarczykFGP,\N,\N,\N,\N,\N,\N,\N,PL,Z,-1.79476110080453,26,27,6710361,\N
18177,Mari,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.75420343817586,28,29,6710535,\N
9808,Marine,\N,\N,\N,\N,\N,,\N,CL,P,-1.20275554295312,28,29,6702886,\N
10730,mcderfreak,,\N,\N,\N,\N,,\N,DE,Z,-1.2907502736156,27,28,6703741,
7221,MiCrOLiFe,Even Haugen,\N,\N,\N,0,,\N,NO,T,-2.21854483322201,159,160,6700693,
3150,MicroN,\N,\N,\N,2944,2,\N,\N,SG,T,-0.802750568628986,50,51,6697201,\N
3170,skeith,\N,\N,\N,2898,2,\N,\N,\N,Z,-0.566887583517097,28,29,6697220,\N
4970,spery,\N,\N,\N,\N,\N,\N,\N,RS,P,-0.784088484243651,28,29,6698816,\N
17774,Spike,\N,\N,\N,\N,\N,\N,\N,PL,Z,-1.78268862527988,26,27,6710142,\N
4574,Spike,\N,\N,\N,\N,\N,\N,\N,DE,T,-1.06142963714728,57,58,6698460,\N
2312,ssul,\N,\N,\N,\N,\N,,\N,KR,Z,-0.671253521499974,28,29,6696497,Cho Seo Yeon
16874,StorM,,\N,\N,\N,\N,,\N,TR,P,-1.70980371184288,26,27,6709276,
15846,StormShadow,\N,\N,\N,\N,\N,\N,\N,BR,Z,-1.69589726714175,28,29,6708296,\N
17396,Stormsurger,,\N,\N,\N,\N,,\N,DE,P,-1.74909565222765,26,27,6709778,
1903,Strafe,\N,\N,\N,3194,3,\N,\N,TH,T,-0.862034776005571,44,45,6696140,Robbie Verspui
13712,test,,\N,\N,\N,\N,,\N,DE,Z,-1.45443280045702,25,26,6706443,
124,BoxeR,임요환,1980-09-04,1,225,3,\N,\N,KR,T,-0.526443942086278,54,55,6694543,Lim Yo Hwan
4720,Revenge,\N,\N,1,\N,\N,,\N,KR,T,-0.75890375587697,39,40,6698587,Kim Kun
141,InCa,송준혁,1991-07-23,1,1855,3,InCa,147,KR,P,-0.867979002924174,92,93,6694560,Song Joon Hyuk
44,GuMiho,고병재,1992-08-04,1,2106,3,GuMiho,330,KR,T,0.738096938757408,190,207,6694463,Koh Byung Jae
1793,Solar,강민수,1996-05-09,1,4797,1,Solar,\N,KR,Z,1.47045758261972,107,122,6696041,Kang Min Soo
229,Spear,김현목,\N,1,3888,3,Tree,\N,KR,T,-1.13819569854332,207,208,6694647,Kim Hyun Mok
726,Munck,Andreas Munck,\N,1,4565,2,\N,\N,DK,Z,-1.18245504132948,104,105,6695119,\N
6722,Wiwiweb,\N,\N,\N,\N,\N,\N,\N,FR,Z,\N,25,26,6700266,\N
3262,tAsh,\N,\N,\N,2954,2,\N,\N,DE,Z,-0.5129357976845,32,33,\N,\N
10285,GrackAttack,\N,\N,\N,\N,\N,\N,\N,\N,P,\N,\N,\N,\N,\N
3661,CecilSunkure,Randy Gaul,\N,\N,3968,2,,\N,US,P,-0.711808813311857,28,29,6697662,\N
1255,Cegla,Олексій Трофименко,\N,\N,2161,2,\N,\N,UA,T,-0.624376371030606,31,32,6695592,Oleksiy Trofymenko
1100,Lillekanin,Steffen Hovmand,1993-11-16,2,1946,2,Lillekanin,\N,DK,T,-1.27520130813558,232,233,6695453,
14172,ChilliShe,\N,\N,\N,\N,\N,\N,\N,UA,Z,-1.60309843812682,28,29,6706836,\N
13829,Defence,\N,\N,\N,\N,\N,\N,\N,DE,T,-1.28132152083596,26,27,6706518,\N
13495,HelloBalance,,\N,\N,\N,\N,,\N,RU,Z,-1.38547207030551,26,27,6706241,
15159,Hex,\N,\N,\N,\N,\N,\N,\N,SE,P,-1.83177450398351,61,62,6707641,\N
15548,Icecloak,\N,\N,\N,\N,\N,\N,\N,PL,Z,-1.62289686903194,25,26,6708011,\N
11498,incomplete,\N,\N,\N,\N,\N,\N,\N,DE,T,-1.26614249228689,26,27,6704432,\N
4446,hovind,\N,\N,\N,\N,\N,\N,\N,\N,P,-0.7273027048333,81,82,\N,\N
11072,InfiniteWing,\N,\N,\N,\N,\N,\N,\N,TW,P,-1.3070573652709,25,26,6704048,\N
15701,KissableKuba,\N,\N,\N,\N,0,\N,\N,PL,T,-1.89342062259297,73,74,6708157,\N
18255,KisSame,,\N,\N,\N,\N,,\N,RU,Z,-1.75603264988702,28,29,6710610,
5743,Kite,\N,\N,\N,\N,0,\N,\N,IN,P,-1.64021800577148,71,72,6699425,\N
13876,Kudya,\N,\N,\N,\N,\N,\N,\N,UA,P,-1.29892893397806,27,28,6706562,\N
