NICKNAME,NAME,BIRTHDATE,MC_NUMBER,TLPD_ID,TLPD_DB,LIQUIPEDIA_PAGE,SC2E_ID,COUNTRY,RACE,PP_SCORE,FOREIGN_KEY1,FOREIGN_KEY2,FOREIGN_KEY3,ROMANIZED_NAME
18483,DarkLizzard,\N,\N,\N,\N,\N,\N,\N,\N,P,-1.81328227248978,28,29,6710799,\N
13214,DDG,,\N,\N,\N,\N,,\N,\N,Z,-1.43475419568635,28,29,6705983,
15311,DEATHMAN,\N,\N,\N,\N,\N,\N,\N,DE,T,-1.63515002584696,32,33,6707784,\N
5809,Descape,Sebastian Wendt,\N,\N,\N,0,\N,\N,DK,Z,-1.46000175110451,91,92,6699490,\N
16007,Diablos,\N,\N,\N,\N,\N,\N,\N,PL,P,-1.72013708707078,28,29,6708451,\N
17977,DraconicDoom,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.78137030291874,26,27,6710342,\N
12829,FluRe,,\N,\N,\N,\N,,\N,\N,Z,-1.33163937716992,25,26,6705625,
1636,HorroR,,\N,\N,2486,2,,\N,IT,T,\N,25,26,6695920,\N
17927,Hugo,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.81854200934706,33,34,6710292,\N
2599,Hyor,\N,\N,\N,2448,3,\N,\N,KR,T,-0.464842421046876,37,38,6696712,\N
14461,HyperCloud,,\N,\N,\N,\N,,\N,\N,Z,-1.56195127958698,26,27,6707105,
11038,IceLegends,\N,\N,\N,\N,\N,\N,\N,\N,T,-1.32335961168647,29,30,6704018,\N
10757,IceTea,\N,\N,\N,\N,\N,,\N,FI,P,-1.31201473212664,27,28,6703768,\N
16374,ID23341,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.70495338839493,28,29,6708798,\N
13215,Idunno,,\N,\N,\N,\N,,\N,\N,T,-1.40890553858963,25,26,6705984,
9997,iMarine,\N,\N,\N,\N,\N,\N,\N,US,P,-1.24333321965357,33,34,6703063,\N
6199,Imperatoss,\N,\N,\N,\N,\N,\N,\N,DE,P,-0.992876583010085,28,29,6699821,\N
18652,imperialxox,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.77977708935005,26,27,6710958,\N
18367,Player,,\N,\N,\N,\N,,\N,\N,Z,-1.78096562851775,28,29,6710687,
4147,Show,,\N,\N,\N,\N,,\N,TW,P,-1.84753258144099,166,167,6698083,
11035,ShoWGaSM,\N,\N,\N,\N,\N,\N,\N,\N,T,-1.30415167996671,25,26,6704015,\N
2607,Sinnara,신나라,\N,\N,3650,3,\N,\N,KR,Z,-0.414597552707249,28,29,6696719,Sin Na Ra
18898,Zeidos,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.76360085101611,25,26,6711219,\N
17536,淄博虫王,\N,\N,\N,\N,\N,\N,\N,CN,Z,-1.73480279227203,27,28,6709914,\N
10517,狂泉,\N,\N,\N,\N,\N,\N,\N,TW,Z,-1.28879960809144,28,29,6703544,\N
17155,酒酿元宵,\N,\N,\N,\N,\N,\N,\N,CN,Z,-1.745140024286,45,46,6709545,\N
18261,maria,\N,\N,\N,\N,\N,\N,\N,EE,Z,-1.7311780918644,28,29,6710616,\N
12134,TheExpert,\N,\N,\N,\N,0,\N,\N,RO,Z,-1.39600416990235,27,28,6704989,\N
2661,Crazy,\N,\N,\N,4407,3,\N,\N,KR,T,-0.615883899726674,27,28,6696772,\N
3979,Cyborg,Михаил Казанцев,\N,\N,4586,2,,\N,RU,P,-0.915798497176407,53,54,6697945,Mikhail Kazantsev
13097,Phoenician,,\N,\N,\N,\N,,\N,SE,Z,-1.42063456892145,28,29,6705870,
4576,PhysicsLee,\N,\N,\N,\N,\N,\N,\N,US,T,-0.904587614988146,26,27,6698461,\N
15589,PifPaff,\N,\N,\N,\N,\N,\N,\N,PL,Z,-1.84041135950435,47,48,6708051,\N
14431,PlaZma,Christian Kirk,\N,\N,\N,\N,,\N,DK,T,-1.60846928708634,26,27,6707080,
10782,Prodigy,,\N,\N,\N,\N,,\N,UK,Z,-1.3307338276506,33,34,6703791,
1334,Zidinjo,Marvin Meier,\N,\N,3927,2,,\N,DE,P,-0.984052028495122,78,79,6695660,\N
16407,Zidpi,\N,\N,\N,\N,\N,\N,\N,FR,Z,-1.74945488874935,28,29,6708830,\N
9002,Alchemik,Kuba Paleń\t,\N,\N,\N,0,,\N,PL,Z,-1.85130224663979,113,114,6702134,
16608,Alexander,,\N,\N,\N,\N,,\N,\N,Z,-1.74727934159608,29,30,6709022,
17856,APMKing,\N,\N,\N,\N,0,\N,\N,UA,R,-1.82701070532916,33,34,6710222,\N
17690,Arson,\N,\N,\N,\N,\N,\N,\N,\N,T,-1.76917149119503,27,28,6710060,\N
18881,bibizyan,\N,\N,\N,\N,\N,\N,\N,\N,P,-1.74648062520255,25,26,6711197,\N
18900,Cyxarukc,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.81656130781042,25,26,6711221,\N
6198,DARKKKIS,Krystian Takidobry,\N,\N,\N,0,\N,\N,PL,P,-1.48584775050472,91,92,6699820,\N
17447,DefMars,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.74584248447244,25,26,6709829,\N
11845,eduba,,\N,\N,\N,\N,,\N,BR,R,-1.35341535942106,27,28,6704736,
4979,endorsed,\N,\N,\N,\N,\N,\N,\N,NL,T,-0.827105226568019,28,29,6698825,\N
10338,eNoq,\N,\N,\N,\N,\N,\N,\N,NL,T,-1.224944929313,28,29,6703384,\N
1272,Evasion,Ilja Bille,\N,\N,4709,2,\N,\N,DE,T,-0.868001441352273,62,63,6695606,\N
18902,fat0n,\N,\N,\N,\N,\N,\N,\N,RU,P,-1.80280813663166,25,26,6711223,\N
18790,Gabomora,\N,\N,\N,\N,\N,\N,\N,CR,R,-1.80572113196021,26,27,6711093,\N
13708,GoldenShower,,\N,\N,\N,\N,,\N,FR,P,-1.45367893350439,25,26,6706439,
7141,GReeeeN,,\N,\N,\N,0,,\N,\N,R,-1.15315250315367,40,41,6700619,\N
319,Hazed,Mathias Pescheck,\N,\N,3209,2,\N,560,DE,Z,-1.84590785916585,236,237,6694734,\N
8386,hmp,Hao-Min Pan,\N,\N,\N,0,\N,\N,US,P,\N,25,26,6701642,\N
18326,Hybrid,,\N,\N,\N,\N,,\N,RU,Z,-1.78096672955798,28,29,6710680,
13198,Hypa,,\N,\N,\N,\N,,\N,DE,T,-1.4221277052376,26,27,6705968,
13497,Judicator,\N,\N,\N,\N,0,\N,\N,RU,P,-1.59593393552332,54,55,6706243,Yaroslav Shumichenko
620,JunG,Александр Крюков,\N,\N,4052,2,\N,\N,RU,Z,-1.02983605398651,77,78,6695020,Aleksandr Kryukov
11342,JunQkie,\N,\N,\N,\N,0,\N,\N,US,P,-1.263300277226,28,29,6704292,\N
17372,JustMr,\N,\N,\N,\N,0,\N,\N,RU,P,-1.76922267053073,33,34,6709755,\N
10087,Kratoss,\N,\N,\N,\N,0,\N,\N,DE,Z,-1.72590982843896,77,78,6703149,\N
14295,Krzaqu,\N,\N,\N,\N,0,\N,\N,PL,Z,-1.64650457651817,37,38,6706954,\N
1144,DakVasili,Vasili Zaitzev,\N,\N,\N,0,\N,\N,AR,Z,-1.74827824866827,169,170,6695490,\N
3762,Damador,Pierre Despagne,\N,\N,4149,2,\N,\N,FR,T,-0.766784103946598,27,28,6697751,\N
17215,dangerousdog,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.75530116321911,28,29,6709604,\N
2809,Day[9],Sean Plott,\N,\N,\N,0,\N,\N,US,R,\N,25,26,6696885,\N
17767,Deg,\N,\N,\N,\N,\N,\N,\N,AU,Z,-1.74668451316567,26,27,6710135,\N
2437,DwC,Олександр Агеєв,\N,\N,\N,0,\N,\N,UA,Z,-1.72994490310776,217,218,6696575,Oleksandr Ageiev
13519,Eldesan,,\N,\N,\N,\N,,\N,\N,Z,-1.41795746890632,29,30,6706264,
15493,Elgron,,\N,\N,\N,\N,,\N,DE,T,-1.63096586394456,25,26,6707957,
7409,Genocide,\N,\N,\N,\N,\N,\N,\N,AU,P,-1.13717067109715,82,83,6700807,\N
2766,hghx,\N,\N,\N,3755,3,\N,\N,SG,Z,\N,25,26,6696843,\N
10473,Hidan,\N,\N,\N,\N,\N,\N,\N,PE,Z,-1.2787197626945,28,29,6703503,\N
17872,Hodor,\N,\N,\N,\N,\N,\N,\N,DE,R,-1.76215864886321,27,28,6710237,\N
11282,Kanzler,\N,\N,\N,\N,\N,\N,\N,RU,P,-1.33456084144764,36,37,6704236,\N
17314,Derrien,\N,\N,\N,\N,\N,\N,\N,\N,T,-1.77140271729787,27,28,6709701,\N
18403,DevilsFire,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.80389595316453,27,28,6710721,\N
2921,drunkenJedi,\N,\N,\N,2126,3,\N,\N,DE,Z,\N,25,26,6696988,\N
697,DuriaN,Stefan Hölzle,\N,\N,\N,0,,\N,DE,Z,-1.45770714149146,151,152,6695093,
15982,Durkaenue,,\N,\N,\N,\N,,\N,US,Z,-1.67953122078194,28,29,6708427,
11318,Kroxic,\N,\N,\N,\N,0,\N,\N,UK,Z,-1.29179638091797,26,27,6704270,\N
7517,kyuRa,\N,\N,\N,\N,\N,\N,\N,AU,T,-0.772448891872401,26,27,6700893,\N
2989,LaCuS,\N,\N,\N,2438,2,\N,\N,CA,Z,-0.718114650248952,47,48,6697052,\N
2782,Laglovah,Gene Mark,\N,\N,2673,3,,\N,CA,P,\N,25,26,6696858,\N
3820,PGG,\N,\N,\N,4260,2,\N,\N,SE,Z,-0.733975923480989,29,30,6697804,\N
16452,AmazinG,\N,\N,\N,\N,0,\N,\N,PL,Z,-1.76247768796828,29,30,6708874,\N
3583,badash,\N,\N,\N,3602,2,\N,\N,AU,P,-0.826703976338353,36,37,6697596,\N
4995,waze,\N,\N,\N,\N,\N,\N,\N,FR,T,-0.803908682324997,28,29,6698837,\N
1549,Wolver,\N,\N,\N,3289,2,\N,\N,AU,P,-0.756361989399641,41,42,6695850,\N
12884,WraitH,\N,\N,\N,\N,\N,,\N,CL,T,-1.41133296270635,27,28,6705677,\N
9167,Wraithcube,\N,\N,\N,\N,\N,\N,\N,\N,P,-0.903720334666725,26,27,6702287,\N
3751,LamBorGhiNi,\N,\N,\N,4134,2,\N,\N,CN,T,-1.28202810789094,127,128,6697740,\N
16304,LegitFaceitLvl15KMA,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.70113806279282,28,29,6708732,\N
18901,Liberty,\N,\N,\N,\N,\N,\N,\N,RU,T,-1.73810015766197,25,26,6711222,\N
11863,Loveless,\N,\N,\N,\N,\N,\N,\N,BG,P,-1.32097854140085,29,30,6704753,\N
15193,MaKiT,\N,\N,\N,\N,\N,\N,\N,KR,Z,-1.45298818102581,35,36,6707674,\N
8998,Maynard,\N,\N,\N,\N,0,\N,\N,CL,T,-1.00098303770277,30,31,6702131,\N
1589,OzVélas,\N,\N,\N,\N,\N,\N,\N,FR,Z,-0.720251517998566,28,29,6695886,\N
2734,Plexa,Jesse Hart,\N,\N,3726,3,,\N,NZ,P,\N,25,26,6696813,\N
6508,PLxDratewka,Arek Szewczyk,\N,\N,\N,0,,\N,US,Z,\N,25,26,6700085,\N
18891,Pranaria,\N,\N,\N,\N,\N,\N,\N,JP,Z,-1.79044839185389,25,26,6711211,\N
15157,ProdzaaH,\N,\N,\N,\N,0,\N,\N,FR,P,-1.63043410190874,28,29,6707639,\N
9526,ProxyFinhin,\N,\N,\N,\N,\N,\N,\N,JP,T,-1.00511584372857,25,26,6702631,\N
17887,ProxyStation,\N,\N,\N,\N,\N,\N,\N,FI,T,-1.76808464886902,27,28,6710252,\N
3952,Prpl,\N,\N,\N,4542,2,\N,\N,US,Z,-0.812597477090537,25,26,6697919,\N
15152,Pseydo,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.65051414495188,27,28,6707634,\N
13076,Psio,\N,\N,\N,\N,\N,\N,\N,FR,T,-1.53862629981122,42,43,6705850,\N
13840,Psosa,\N,\N,\N,\N,\N,\N,\N,PE,Z,-1.71453950056332,65,66,6706529,\N
17820,psychopath,\N,\N,\N,\N,\N,\N,\N,CN,Z,-1.7076285422223,25,26,6710186,\N
2922,Psyclon,\N,\N,\N,2124,3,\N,\N,BG,Z,\N,25,26,6696989,\N
15780,Quaker,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.73798477547033,35,36,6708233,\N
7379,Railgan,Mike Monticoli,\N,\N,\N,0,,\N,CH,Z,-1.39915468129053,132,133,6700782,
6345,Railgun,,\N,\N,\N,\N,,\N,TW,Z,-1.08107751334757,40,41,6699946,\N
2217,RainieYang,\N,\N,\N,\N,\N,\N,\N,\N,Z,-0.822556132538265,28,29,6696418,\N
14838,Ralix,\N,\N,\N,\N,\N,\N,\N,PL,Z,-1.66065300120553,28,29,6707438,\N
2720,RamboLicious,\N,\N,\N,3736,3,\N,\N,VN,P,\N,25,26,6696799,\N
10674,Rampage,\N,\N,\N,\N,\N,,\N,BY,P,-1.34274775515166,34,35,6703689,\N
14265,RaNhO,\N,\N,\N,\N,\N,\N,\N,BR,P,-1.75315934096422,67,68,6706925,\N
10171,RAWD,Rowdy Jacobs,\N,\N,\N,0,\N,\N,NL,T,-1.49534662684444,56,57,6703225,\N
16512,RedReaver,\N,\N,\N,\N,\N,\N,\N,SG,P,-1.7505523077342,29,30,6708931,\N
7100,Yax,\N,\N,\N,\N,0,\N,\N,PH,R,-1.77881270412692,220,221,6700579,\N
6762,Laidweekly,\N,\N,\N,\N,0,\N,\N,US,T,\N,25,26,6700303,\N
8063,LaKe,\N,\N,\N,\N,\N,\N,\N,TH,P,-0.959158667173367,28,29,6701395,\N
14608,LakeS,\N,\N,\N,\N,\N,\N,\N,PE,P,-1.60344113226268,28,29,6707232,\N
17125,Lanfear,\N,\N,\N,\N,\N,\N,\N,US,T,-1.88933966986794,47,48,6709515,\N
17878,Lastguardian,\N,\N,\N,\N,\N,\N,\N,IR,T,-1.76257137908979,27,28,6710243,\N
10939,lasthit,\N,\N,\N,\N,\N,\N,\N,US,T,-1.11798464699905,28,29,6703931,\N
10045,Limbic,\N,\N,\N,\N,\N,\N,\N,US,P,-1.61057268934023,84,85,6703110,\N
11582,PriministAr,\N,\N,\N,\N,\N,\N,\N,JP,T,-1.2925764923555,28,29,6704508,\N
9125,Mamua,\N,\N,\N,\N,\N,\N,\N,ES,Z,\N,25,26,6702246,\N
18703,Adrian,\N,\N,\N,\N,\N,\N,\N,BG,R,-1.80088313420219,27,28,6711008,\N
4327,AgUy,\N,\N,\N,\N,\N,\N,\N,NZ,Z,-1.25887632965338,115,116,6698246,\N
18773,alain,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.83735964926275,26,27,6711076,\N
15987,RockManX,\N,\N,\N,\N,\N,\N,\N,TH,P,-1.69383251177833,28,29,6708432,\N
15121,Rockraider,\N,\N,\N,\N,\N,\N,\N,DK,T,-1.65252495215711,27,28,6707603,\N
7984,Tippy,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.08063821973378,26,27,6701322,\N
2329,TJ,이병관,\N,\N,\N,0,User:SpidereOMarU/TJ,\N,KR,T,-1.17847728697612,104,105,6696504,Lee Byung Kwan
6446,TK,\N,\N,\N,\N,0,\N,\N,US,P,-0.891092460613003,27,28,6700035,\N
6367,tkmad,\N,\N,\N,\N,\N,\N,\N,AU,P,-0.90535459210406,27,28,6699967,\N
10138,RehacT,\N,\N,\N,\N,\N,\N,\N,DE,Z,-1.80030689258757,104,105,6703195,\N
2930,Renson,Yong Chen Wong,\N,\N,2415,2,,\N,MY,P,-0.707142449213923,41,42,6696996,\N
9493,Reon,\N,\N,\N,\N,\N,\N,\N,RU,T,-1.50949797722537,77,78,6702598,\N
2615,Richie,\N,\N,\N,3831,3,\N,\N,KR,Z,-0.429104510584711,28,29,6696727,\N
10407,Rick,\N,\N,\N,\N,\N,\N,\N,DE,P,-1.25988381963709,28,29,6703444,\N
11861,RickSancheZ,\N,\N,\N,\N,\N,\N,\N,BG,P,-1.35197285113088,27,28,6704752,\N
18305,Riddle,\N,\N,\N,\N,\N,\N,\N,PE,T,-1.84692297166822,31,32,6710659,\N
5639,Risk,David Woollads,\N,\N,\N,\N,,\N,UK,P,-1.55874413521601,146,147,6699373,\N
2732,Rith,\N,\N,\N,3731,3,\N,\N,ID,T,\N,25,26,6696811,\N
16735,Ritole,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.78027821140523,40,41,6709142,\N
6550,RoboFerret,John Bolbrock,\N,\N,\N,0,,\N,US,P,\N,25,26,6700122,\N
12796,Sinner,Paco Garza,\N,\N,\N,0,,\N,MX,T,-1.54404776797096,46,47,6705596,
3764,sintet,\N,\N,\N,4239,2,\N,\N,RU,T,-0.769092482081706,27,28,6697753,\N
14676,SinXZ,,\N,\N,\N,\N,,\N,UK,Z,-1.69327803739723,30,31,6707290,
18219,SippyCup,\N,\N,\N,\N,0,\N,\N,US,P,-1.79939135670247,52,53,6710575,\N
6060,Spartfire,David Zeng,\N,\N,\N,0,\N,\N,FR,Z,-1.30157499968779,58,59,6699703,\N
12372,Robola,,\N,\N,\N,\N,,\N,\N,T,-1.48271380136772,40,41,6705206,
12047,Robotnik,\N,\N,\N,\N,\N,\N,\N,AR,Z,-1.35738970233766,26,27,6704915,\N
13886,Sly,\N,\N,\N,\N,\N,\N,\N,TH,Z,-1.81225932802541,72,73,6706571,\N
10584,LipStick,\N,\N,\N,\N,\N,\N,\N,SE,T,-1.25635838268803,28,29,6703607,\N
13488,item,\N,\N,\N,\N,0,\N,\N,PL,P,-1.42230471159068,108,109,6706234,\N
11529,Ithor,\N,\N,\N,\N,\N,\N,\N,DE,Z,-1.41675581912913,36,37,6704456,\N
11066,ItOver,\N,\N,\N,\N,0,\N,\N,TW,P,-1.21593088591677,25,26,6704043,\N
15585,Klokker,\N,\N,\N,\N,\N,\N,\N,DK,T,-1.61463490820839,26,27,6708047,\N
2582,LimJongSoo,\N,\N,\N,3952,3,\N,\N,KR,Z,\N,25,26,6696695,\N
13242,LOKI,Levan Ivanov,\N,\N,\N,0,,\N,GE,P,-1.69977794805265,63,64,6706007,
455,LoZ,Emilio Maffi,\N,\N,2020,2,\N,239,IT,T,-0.570833217815111,43,44,6694863,\N
16534,LST,,\N,\N,\N,\N,,\N,NO,T,-1.878444806562,38,39,6708953,
12398,LtDan,\N,\N,\N,\N,0,\N,\N,RO,P,-1.70253382867177,68,69,6705230,\N
4510,LTI,Luc Tissingh,\N,\N,\N,\N,,\N,NL,P,-0.981764293849925,46,47,6698403,\N
15578,LuapThanpren,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.64704195900111,25,26,6708040,\N
5469,LubiX,\N,\N,\N,\N,0,\N,\N,KR,T,-0.830347404894774,33,34,6699223,\N
7952,LucaL,,\N,\N,\N,\N,,\N,DE,Z,-1.44528090075792,81,82,6701291,\N
2871,LynXer,\N,\N,\N,2922,3,\N,\N,PH,T,-0.841747234346038,68,69,6696945,\N
6851,MagnuM,Jan Hrubý,\N,\N,\N,0,\N,\N,CZ,Z,\N,25,26,6700381,\N
11952,MammaMia,\N,\N,\N,\N,\N,\N,\N,CA,Z,-1.39024924208788,26,27,6704835,\N
9253,MaximusBlack,Jeffrey Johnston,1987-01-22,\N,\N,0,\N,\N,CA,P,-1.19101627813969,93,94,6702370,\N
11341,miles,,\N,\N,\N,\N,,\N,\N,T,-1.27481043026654,28,29,6704291,
14266,Minerox,\N,\N,\N,\N,0,\N,\N,CL,Z,-1.65532644024055,34,35,6706926,\N
4017,miniminx,\N,\N,\N,4722,2,\N,\N,US,T,-0.838010257025069,28,29,6697977,\N
17673,Nameless,\N,\N,\N,\N,\N,\N,\N,HU,T,-1.85318485658499,36,37,6710046,\N
15496,Nanuk,\N,\N,\N,\N,0,\N,\N,DE,P,-1.66778580362387,25,26,6707960,\N
12489,NeXeR,\N,\N,\N,\N,\N,,\N,AR,T,-1.4369249556145,46,47,6705316,\N
6653,Infested,\N,\N,\N,\N,\N,\N,\N,CA,T,\N,25,26,6700203,\N
11867,DaDiaos,\N,\N,\N,\N,\N,\N,\N,JP,Z,-1.50974666045237,47,48,6704756,\N
13672,copa,,\N,\N,\N,\N,,\N,DE,P,-1.62732601595838,35,36,6706406,
5062,CpUChiP,\N,\N,\N,\N,\N,\N,\N,DE,Z,-1.14383069301739,43,44,6698895,\N
18817,DeepThought,\N,\N,\N,\N,\N,\N,\N,\N,P,-1.8002501071037,25,26,6711120,\N
1521,deMassive,,\N,\N,\N,\N,,\N,DE,P,\N,25,26,6695825,\N
3724,Dembski,Wojtek Dębowski,\N,\N,4191,2,\N,\N,PL,T,-1.75820495532153,188,189,6697718,\N
16979,deneb,\N,\N,\N,\N,\N,\N,\N,PH,Z,-1.72781905938783,25,26,6709375,\N
18660,EastToss,\N,\N,\N,\N,\N,\N,\N,RU,P,-1.69347348766782,26,27,6710966,\N
11530,EdisOn,,\N,\N,\N,\N,,\N,CN,Z,-1.36459685657415,39,40,6704457,
6802,EliteZ,\N,\N,\N,\N,\N,\N,\N,SG,Z,-1.06455466311631,48,49,6700336,\N
7560,Nadir,\N,\N,\N,\N,\N,\N,\N,AU,Z,-0.800494323969046,28,29,6700936,\N
11111,gutyEC,,\N,\N,\N,\N,,\N,EC,Z,-1.94196791277771,110,111,6704085,
18138,HaibaraAi,\N,\N,\N,\N,\N,\N,\N,US,T,-1.76523020074553,28,29,6710497,\N
11641,Hallayz,Robert Halvorsen,\N,\N,\N,0,\N,\N,NO,Z,-1.30600920314889,26,27,6704563,\N
12992,Haluc,\N,\N,\N,\N,\N,\N,\N,PL,Z,-1.431876873189,32,33,6705774,\N
13921,hypsh,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.6264639266284,27,28,6706604,\N
11739,Insane,,\N,\N,\N,\N,,\N,BR,P,-1.6536424299461,76,77,6704652,
11510,IraFunesta,\N,\N,\N,\N,\N,\N,\N,IT,P,-1.70112757205819,99,100,6704443,\N
9656,iSy,Mateusz Świtalski,\N,\N,\N,0,,\N,PL,P,-1.76264771373827,126,127,6702753,
16443,koza,\N,\N,\N,\N,\N,\N,\N,RU,R,-1.71053632429884,28,29,6708865,\N
6256,Lawliet,\N,\N,\N,\N,\N,\N,\N,DE,Z,-1.01942653846872,27,28,6699873,\N
12717,lazy,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.28556304025932,28,29,6705527,\N
9991,Leon,\N,\N,\N,\N,\N,\N,\N,SG,P,-1.29406046574361,28,29,6703058,\N
3668,Lexer,\N,\N,\N,3995,2,\N,\N,CA,Z,-0.711192122656833,28,29,6697669,\N
16953,lisek,\N,\N,\N,\N,\N,\N,\N,PL,Z,-1.73506594995308,25,26,6709352,\N
18851,LoDi,\N,\N,\N,\N,\N,\N,\N,\N,T,-1.80742830482297,25,26,6711151,\N
1178,Malice,Greg Risselada,\N,\N,3184,2,\N,\N,US,Z,-0.865927722984554,56,57,6695522,\N
15697,NeoShine,\N,\N,\N,\N,\N,\N,\N,CR,Z,-1.81320450309032,54,55,6708153,\N
17389,Nero,\N,\N,\N,\N,\N,\N,\N,DE,Z,-1.7337148889017,26,27,6709771,\N
7552,Primal,,\N,\N,\N,\N,,\N,DK,P,-1.28332586526877,52,53,6700928,\N
11922,Link,\N,\N,\N,\N,\N,\N,\N,BR,Z,-1.68140726460348,55,56,6704808,\N
13815,november,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.38549735042953,34,35,6706504,\N
17950,NowaruS,\N,\N,\N,\N,\N,\N,\N,KZ,T,-1.75563846238453,26,27,6710315,\N
17938,agrobot,\N,\N,\N,\N,\N,\N,\N,KZ,P,-1.7380710804899,26,27,6710303,\N
13657,Ahsoka,\N,\N,\N,\N,\N,\N,\N,KR,T,-1.25138652954777,26,27,6706392,\N
17779,alien,\N,\N,\N,\N,\N,\N,\N,DE,Z,-1.77560385727695,29,30,6710147,\N
6496,Alou,Alexander Sileo,\N,\N,\N,0,,\N,US,P,\N,25,26,6700074,\N
9462,AlphaPancake,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.29192178724132,33,34,6702567,\N
2322,ALU,\N,\N,\N,\N,\N,\N,\N,TW,P,-0.965525521250353,57,58,6696501,\N
12067,astu,\N,\N,\N,\N,0,\N,\N,FR,Z,-1.36796115483841,27,28,6704934,\N
9032,Attax,\N,\N,\N,\N,\N,\N,\N,FR,P,-0.919147294617215,28,29,6702162,\N
11837,Avitos,\N,\N,\N,\N,0,\N,\N,DE,P,-1.37825016775448,27,28,6704728,\N
10598,Axs,Alexis Guerrero,\N,\N,\N,0,\N,\N,MX,P,-1.31996346084262,45,46,6703621,\N
16220,azik,\N,\N,\N,\N,0,\N,\N,UZ,P,-1.69042873687011,28,29,6708650,\N
12457,BaKady,,\N,\N,\N,\N,,\N,\N,P,-1.35340494465922,27,28,6705287,
14364,bakkasensei,\N,\N,\N,\N,\N,\N,\N,US,P,-1.58244000980309,28,29,6707017,\N
4795,BenzO,\N,\N,\N,\N,\N,\N,\N,UK,Z,-0.765204032608142,28,29,6698656,\N
18888,BioLogical,\N,\N,\N,\N,\N,\N,\N,US,T,-1.77883383283202,25,26,6711208,\N
14506,bloodName,\N,\N,\N,\N,\N,\N,\N,BR,R,-1.5932288281731,25,26,6707137,\N
8188,BuBble,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.06734302359102,27,28,6701482,\N
14586,BubbleButt,,\N,\N,\N,\N,,\N,US,P,-1.59499762933412,28,29,6707213,
14485,BZ1_aLo,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.57133405494144,25,26,6707118,\N
12375,Caesar,,\N,\N,\N,\N,,\N,\N,T,-1.36804556122059,27,28,6705209,
4802,cake,\N,\N,\N,\N,\N,\N,\N,US,P,-0.735254853252582,28,29,6698662,\N
11009,nerun,\N,\N,\N,\N,\N,,\N,JP,Z,-1.21696215772668,27,28,6703993,\N
18530,Nevalor,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.79206369240572,28,29,6710844,\N
7732,RoChan,\N,\N,\N,\N,\N,\N,\N,AU,Z,-0.853794667803545,28,29,6701093,\N
17652,rocklove,\N,\N,\N,\N,\N,\N,\N,RU,R,-1.76749095830127,27,28,6710025,\N
3048,Boredomkills,\N,\N,\N,2514,2,\N,\N,US,P,-0.45977519111679,27,28,6697108,\N
8565,CJM,\N,\N,\N,\N,\N,\N,\N,AU,Z,-1.12478177098875,25,26,6701807,\N
3486,DaRKDiViniTy,\N,\N,\N,3635,2,\N,\N,PL,Z,-0.678689886968348,28,29,6697508,\N
16594,EarlyGirl,,\N,\N,\N,\N,,\N,\N,Z,-1.73136307360266,28,29,6709009,
9452,FundManager,\N,\N,\N,\N,0,\N,\N,KR,T,-1.1570734800712,48,49,6702557,\N
1247,giAN,Giancarlo Crosa,\N,\N,3518,3,\N,\N,CA,P,-0.845343746340865,46,47,6695584,\N
13522,hasurush,Jarkko Liikanen,\N,\N,\N,\N,,\N,FI,Z,-1.4812007926541,29,30,6706267,
13389,HaveFun,,\N,\N,\N,\N,,\N,PL,Z,-1.38657100852794,28,29,6706139,
6325,icedtrees,\N,\N,\N,\N,\N,\N,\N,AU,T,-1.09345940776421,52,53,6699930,\N
2812,Mez,\N,\N,\N,3768,3,\N,\N,AU,P,\N,25,26,6696888,\N
6236,micce,\N,\N,\N,\N,\N,\N,\N,FI,P,-1.02923193118351,29,30,6699857,\N
18121,Blade,\N,\N,\N,\N,\N,\N,\N,RO,P,-1.76629462663432,28,29,6710481,\N
14406,Moloch,\N,\N,\N,\N,\N,\N,\N,BR,T,-1.58305873381276,27,28,6707057,\N
15313,bushycargo,\N,\N,\N,\N,\N,\N,\N,UK,Z,-1.63788379285693,26,27,6707786,\N
